RestaurantID,Name,Cuisine,Rating,NumberOfReviews,Address,ZipCode,Latitude,Longitude,IsClosed,InsertTime
ePqKbqXFBCbwBaWiN2Jo9w,Ampersand,american,4.5,215,294 3rd Ave,10010,40.7386178790617,-73.9834206895483,False,05/03/2020 11:51:41
yc17eYI-lv59ShQ3zMy_Bg,Pick a Bagel,american,3,323,210 E 23rd St,10010,40.7384,-73.98252,False,05/03/2020 11:51:41
CZAio2nkMzsEyYlZOK4zrQ,The Globe,american,3.5,216,158 E 23rd St,10010,40.7388038635254,-73.9838180541992,False,05/03/2020 11:51:41
DYzpeSntTyL7ARvX3vSp6A,Orion Diner & Grill,american,2.5,207,395 2nd Ave,10010,40.7378,-73.9812,False,05/03/2020 11:51:41
fWy_ZLYoNfzu-EewhbRBxw,Moe's Cafe,american,2,2,209 E 23rd St,10010,40.738754,-73.982224,False,05/03/2020 11:51:41
6Z9Bo8cUMYdwe01llOy0gQ,Westside Tavern,american,3,84,360 W 23rd St,10011,40.74616,-74.00091,False,05/03/2020 11:51:17
0-LZIrFbNTDmtjNpa_afiQ,Chelsea Square Restaurant,american,3.5,213,368 W 23rd St,10011,40.746208190918,-74.0012741088867,False,05/03/2020 11:51:17
mnrbXjKqv-2tjBoYeai76g,The Rail Line Diner,american,3.5,107,400 W 23rd St,10011,40.74647,-74.00167,False,05/03/2020 11:51:17
JSX6Pk56w4BhgO8eSvCrKg,aRoqa,american,4,274,206 9th Ave,10011,40.746065,-74.001254,False,05/03/2020 11:51:17
xh9vrGDaAQIfhlDUJliJsw,The Trailer Park Lounge,american,3.5,637,271 W 23rd St,10011,40.74532,-73.99782,False,05/03/2020 11:51:17
